-8.751581585774989236e+00,-5.895769115917205427e-01,-1.686325682097218781e+00,-2.443238366414319795e+00,-2.325091166157272848e+00,-1.664250687765961523e+00,-1.952661556340860916e+00,-1.684439201124353191e+00,-1.075481354020074720e+00,-1.239241505777473717e+00,-1.242410538166968115e+00,-8.262384057430216533e-01,-6.393766421379375453e-01,-2.042440942605286414e-01,-4.123040938881128992e-01,-1.160821773721171374e-01,2.642399104704071591e-02,-2.602316244284471058e-01,7.390500416425872521e-01,6.024006442799351158e-01,1.548654717729885943e-01,-4.881262647628985263e-02,3.814433503884086529e-01,2.035752214716830821e-02,-5.695574397390746890e-01,-6.383182106357951913e-01,-1.068399793400188980e+00,-1.346555790244154283e+00,-1.512487421570723800e+00,-1.281845888680790857e+00,-7.845514467937605430e-01,-2.996934199973493307e-01,-1.037953291864637390e-01,-8.021567884170951457e-01,-5.878464552355658901e-01,-1.129158387202795627e-01,3.798057646494303885e-01,-1.068155515059321381e-02,7.118156808687858828e-01,5.742009968397663311e-01,8.978663431024002106e-01
5.556019809410631893e+00,4.430187576699835539e-01,-7.701366786571056666e-02,1.143466842983001053e+00,7.715096861750574408e-01,1.018715139728841423e+00,7.031758007721359283e-01,6.816437905695374999e-01,-3.235277187697046530e-01,-3.554974443124393479e-01,-1.763422091943555592e-01,-9.284616520145227980e-01,-9.884044049645193120e-01,-1.103107558940489508e+00,-6.817958003204847017e-01,-6.703790157934805816e-01,-1.047163876289781276e-01,1.436251670932580382e-01,-6.348510057970331300e-01,-1.777340191600006447e+00,-1.951222738397484502e+00,-1.692886270312282448e+00,-1.595270930879119753e+00,-2.530959299174040833e+00,-2.983453045922595415e+00,-2.912397275309928535e+00,-2.032162443642500094e+00,-9.024909141045239780e-01,-1.137753963796846124e+00,-1.468884936375808303e+00,-1.151109666228940620e+00,-9.972720509638456354e-01,-7.057380457172371946e-01,-1.136193931017504655e+00,-8.966743282302352958e-01,-1.031725104973877649e-01,-4.396943378309554062e-01,-1.078243668663252386e-01,-5.256716288628038303e-01,-3.852803004355724870e-01,-1.048933212637523038e+00
-1.108904127326993105e+01,1.150283263083648200e-01,8.998886186681583910e-01,1.406309306270620008e-01,8.497343914308697066e-01,6.109733974736675233e-01,3.773435009175731270e-01,-8.764929131856538658e-02,-2.803800375290646518e-02,-2.972215016653502739e-01,-7.509799007325661524e-01,-9.545260362289379463e-01,-1.372052202181976543e+00,-1.374735657585308690e+00,-1.687480190590907148e+00,-2.292565415564327580e+00,-1.622290536673755001e+00,-5.739037023652022729e-01,-1.329230761556467466e-01,3.597239042231730188e-01,3.514075265561632522e-01,-1.580493900443206146e-01,3.230434201477513922e-01,2.166701186739020679e-01,8.787499729131397208e-01,8.913324347750395393e-01,7.774272454097640450e-01,4.616988708742204572e-01,5.378805587382076148e-01,3.502922740070577579e-01,2.628439937231440982e-01,1.092163763300223911e+00,4.615999747901725070e-01,4.070126861897656045e-01,3.157635720275904778e-01,-5.330582535067249772e-01,-8.313540374953579670e-01,-6.384275693579101185e-01,-8.789038498057821780e-01,-9.160041155973149829e-01,-7.529548887557115933e-01
3.711374737148206293e+01,-1.725414547202729132e+00,-1.183049176681653769e+00,-1.415954756238507972e+00,-2.253942894874868319e+00,-1.841722040449163433e+00,-2.624720813734120473e+00,-2.131387564290021519e+00,-1.341995112413608249e+00,-8.464082328255058130e-01,-1.638106646931877450e-02,-3.433203103355291635e-02,7.776092941583070961e-02,-2.556135111671590798e-01,-5.153946115085851210e-01,-1.269553831999112870e-01,-7.676771980550346763e-02,-8.604637988638041968e-01,-5.320605992238718329e-01,6.593039052271280065e-01,-3.661353086789655431e-01,8.148475785328160304e-02,-2.145415863525602096e-01,5.777698449457957519e-01,-3.514957340364351923e-01,-5.693226373815206687e-01,-2.092533630043708071e-01,-3.109280352258005919e-01,-8.341607767073583313e-01,-9.170309373081416693e-01,-8.162848939711401242e-01,-6.692729966568338185e-01,-4.889052479550086705e-01,1.257625578240661457e-01,-4.289081617873803376e-01,-5.480603539654252954e-01,-1.169094003153237360e-01,-3.232933918800192652e-01,-1.134521161261268896e+00,-1.197293201353283321e+00,-6.789016229907143263e-01
1.064565926736653623e+00,6.883371235622763873e-01,4.521361850455992565e-02,3.085407111195658802e-01,7.463741381839975597e-01,6.807490967769881385e-01,1.113155457156822736e+00,1.046256426288289409e+00,2.361113144524814300e-01,2.263720212787696806e-01,5.798150866581898155e-01,8.104998830044423119e-01,2.798969031791251894e-01,-3.880689426985716589e-02,6.989727870683423161e-01,4.226774336688133293e-01,-3.224481403318221195e-01,-7.664130791185604918e-01,-6.322538240515962471e-01,-5.069477508345730798e-02,4.220279204359072001e-01,5.885616356384586467e-01,5.544061759043793502e-01,2.354009961494958891e-01,5.405220650630028212e-01,4.661620647846951293e-01,1.225882286772924212e+00,1.382386221665562909e+00,2.345132863140292567e+00,1.890514172082492728e+00,1.958865653678238505e+00,1.458640022624043464e+00,2.156597158907186174e+00,2.297332072554833626e+00,2.001162776012942235e+00,1.617885466622269064e+00,1.182648055601636106e+00,1.037907437883271555e+00,1.000429249896778838e+00,6.286885635533052685e-01,3.535541336107386190e-01
3.005249324128043131e+00,-1.021002372264703917e+00,-4.318577392622940936e-01,-1.680989237991765695e-01,2.529201926848047011e-01,2.419781537002888838e-01,9.293822546727638079e-01,7.066872085170988749e-01,7.548626869492878200e-01,1.683079429709475605e-01,5.359127947243923495e-01,4.989322468438763813e-01,1.950719358669903425e-01,7.140731020040450017e-02,-3.378179689416592191e-01,1.870882014176570296e-01,7.296556884667599642e-03,-3.227462338810893616e-01,-2.811281631768418054e-01,-3.452299469891915162e-01,-8.401909877006334959e-01,-1.221364023687071754e+00,-1.458875666638151047e+00,-1.687179930535295469e+00,-1.293920141386608158e+00,-5.187283468113721430e-01,-3.557197788665064035e-03,-4.997027728253203849e-01,-5.038637019097477188e-01,-3.792104893878017052e-02,1.068853716246896818e-01,7.555154124007052996e-01,3.690463434933838882e-01,1.436898498849757122e-01,-6.427145476427863213e-02,1.484912607425679099e-01,1.767907972958535356e-01,-3.695854617263786279e-01,-3.709576382381748472e-01,-2.799458736006298354e-01,-4.050798544158063508e-01
-3.165417817964168989e-01,-4.105906006208633330e-01,-5.861963227654208852e-01,-4.125688987188458334e-01,3.371311595047660759e-01,-3.021741158587848974e-01,5.464658524778850252e-02,-1.209435046086509286e-01,2.616308124234716093e-02,-2.881953282259280269e-01,-1.681751043531962142e-01,1.742379877296921231e-01,1.194506821162101717e+00,1.120847870193056872e+00,4.522710739161898696e-01,6.229178155465652234e-01,4.358532487192501303e-01,5.070257973874631174e-01,-1.110924648902805872e-01,-3.207457945381857467e-01,3.017460890759923742e-01,6.497795611829570994e-01,-2.788564609816353013e-01,-5.750486616863416112e-01,-1.205492684704193573e-01,-6.625945502298566936e-01,-6.685747990495543025e-01,-1.155566187526800181e+00,-8.800761011422166824e-01,-3.001443111961696331e-01,3.241867030143348316e-01,1.275825557501733543e-01,9.425160861949132274e-01,1.423286281985258972e+00,2.010632979604050519e+00,2.386341982950835661e+00,1.924942461582043407e+00,1.758298253957806256e+00,8.036822473458318239e-01,1.211058575915878954e+00,1.398893391186773805e+00
3.164668723454458821e+00,-5.866857726695873243e-01,-2.983381635922271458e-01,-1.366643823302036206e-03,-8.632969770136779408e-02,-6.143857027024288708e-01,-1.078919490522709301e+00,-1.235234015296147625e+00,-9.592743933863709938e-01,-9.185638414791092998e-01,-7.854334003922993634e-01,-1.189537071750217390e+00,-8.399008778910773687e-01,-9.900975503690805368e-01,-1.070298540004926080e+00,-1.365310518153645125e+00,-1.542967308920109026e+00,-1.334051951231524757e+00,-1.340403916043856780e+00,-3.183585508706433531e-01,-7.785024689585401392e-01,-1.013991705472879090e+00,-5.337641895291382887e-01,-9.177645985109644799e-02,2.576086257507796962e-01,-4.956604848782649939e-03,-5.269997887630485378e-01,-6.074246736428593474e-01,-7.396773509548064673e-01,-7.369113426456842530e-01,-8.392521265844660183e-01,-7.076233084190741707e-01,-8.284291367669860406e-01,-5.634502240044646504e-01,-1.541947319672178629e-01,-7.350497778038495023e-01,-9.861541159070047469e-01,-3.048557141989415298e-01,2.719102292703079460e-01,8.514106849638063412e-01,5.773598707838186739e-01
1.301649393148213374e+00,1.879088533966639885e+00,1.898023526413856965e+00,1.492468111913677120e+00,1.157742804563378192e+00,1.658910337816312808e+00,1.747398662548505843e+00,1.189533153974815960e+00,1.014095017010441024e+00,7.665214472709001026e-01,5.997468738129982935e-01,8.879118913895804877e-01,2.597507173011733353e-02,-4.205877851718515803e-01,3.834326887516099902e-02,5.140519999324195677e-01,1.012031738269436820e+00,6.382003412388519148e-02,-2.889734629812504840e-01,-7.940808329728122894e-01,-1.014358022854431773e+00,-8.955215347637580647e-01,-1.043369293432347522e+00,-1.601221127203009909e+00,-1.544230453043880402e+00,-6.666930938282631391e-01,-1.226929179548921889e+00,-1.050246681710899743e+00,-1.057788489758920036e+00,-9.777812051263949922e-01,-1.375172363107649010e-02,5.953186358962413438e-01,5.188292209153287926e-01,8.659522863514186597e-02,1.214240623406183994e+00,1.255423313794379325e+00,1.316711510561104026e+00,7.285385605865698500e-01,5.146409977548122017e-01,8.078281294092514164e-01,8.361479974852785713e-01
-4.645888816515460817e+00,2.105915856552563081e+00,8.161705124745490814e-01,9.272915613533154744e-01,7.190410665440339910e-01,8.474068860878890552e-01,1.205179789881530850e+00,1.110034413338474302e+00,5.771506854915274820e-01,7.058689305461866015e-01,3.962405903390266437e-01,5.818265721997974982e-01,6.127165475545892637e-01,5.007626101668506413e-01,-2.817704534572310626e-01,-5.495421053711685433e-01,-4.050589695840969839e-01,-1.127709590756658664e-01,2.352596937644333419e-01,6.324754829718153282e-01,5.337008650543697552e-01,6.333334758990052382e-01,6.358958889289053618e-01,-4.208074528804323644e-01,1.425538294976823328e-01,-8.739636281573551213e-02,-2.132593959024901009e-01,1.263072494954131653e-02,-3.859263047856417717e-01,-1.165642586699487393e-01,-7.777090751064794083e-02,5.838824905705026769e-01,4.189591762541308717e-01,6.351302979784254621e-01,6.254314381231516062e-01,6.218663124678687204e-01,1.317566291112598709e+00,1.338361482457227858e+00,1.364626018361406068e+00,2.092292925863871389e+00,2.099387773951149505e+00
